timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528090288318,413,login,200,OK,REST 1-66,text,true,,617,278,464,464,413,0,1
1528090288319,415,login,200,OK,REST 1-67,text,true,,617,278,466,466,415,0,2
1528090288320,417,login,200,OK,REST 1-68,text,true,,617,278,469,469,417,0,1
1528090288321,419,login,200,OK,REST 1-69,text,true,,617,278,472,472,419,0,2
1528090288322,420,login,200,OK,REST 1-70,text,true,,617,278,474,474,420,0,1
1528090288323,422,login,200,OK,REST 1-71,text,true,,617,278,477,477,422,0,2
1528090288324,424,login,200,OK,REST 1-72,text,true,,617,278,480,480,424,0,7
1528090288325,451,login,200,OK,REST 1-73,text,true,,617,278,503,503,451,0,1
1528090288325,452,get devices,200,OK,REST 1-13,text,true,,71545,624,504,504,446,0,4
1528090288325,452,login,200,OK,REST 1-74,text,true,,617,278,504,504,452,0,4
1528090288330,548,create devices,200,OK,REST 1-2,text,true,,242,912,599,599,548,0,0
1528090288330,595,login,200,OK,REST 1-76,text,true,,617,278,640,640,595,0,1
1528090288326,600,login,200,OK,REST 1-75,text,true,,617,278,641,641,599,0,5
1528090288330,596,get devices,200,OK,REST 1-14,text,true,,71711,624,641,641,576,0,1
1528090288331,614,login,200,OK,REST 1-79,text,true,,617,278,663,663,613,0,1
1528090288331,615,get devices,200,OK,REST 1-10,text,true,,71711,624,664,664,609,0,0
1528090288331,616,login,200,OK,REST 1-80,text,true,,617,278,665,665,616,0,1
1528090288331,618,login,200,OK,REST 1-77,text,true,,617,278,668,668,618,0,1
1528090288331,621,login,200,OK,REST 1-78,text,true,,617,278,671,671,621,0,1
1528090288332,623,login,200,OK,REST 1-81,text,true,,617,278,674,674,623,0,2
1528090288334,624,login,200,OK,REST 1-82,text,true,,617,278,677,677,624,0,5
1528090288334,627,login,200,OK,REST 1-83,text,true,,617,278,680,680,627,0,5
1528090288336,627,login,200,OK,REST 1-84,text,true,,617,278,682,682,627,0,3
1528090288337,629,login,200,OK,REST 1-86,text,true,,617,278,685,685,629,0,1
1528090288338,631,login,200,OK,REST 1-85,text,true,,617,278,688,688,631,0,0
1528090288338,634,login,200,OK,REST 1-87,text,true,,617,278,690,690,634,0,1
1528090288339,636,login,200,OK,REST 1-88,text,true,,617,278,693,693,636,0,1
1528090288340,637,login,200,OK,REST 1-89,text,true,,617,278,696,696,637,0,1
1528090288341,639,login,200,OK,REST 1-90,text,true,,617,278,699,699,639,0,1
1528090288343,642,login,200,OK,REST 1-91,text,true,,617,278,705,705,642,0,0
1528090288343,643,login,200,OK,REST 1-92,text,true,,617,278,705,705,643,0,0
1528090288344,644,login,200,OK,REST 1-93,text,true,,617,278,708,708,644,0,0
1528090288345,646,login,200,OK,REST 1-94,text,true,,617,278,711,711,646,0,0
1528090288346,648,login,200,OK,REST 1-95,text,true,,617,278,714,714,648,0,1
1528090288348,649,login,200,OK,REST 1-96,text,true,,617,278,716,716,649,0,0
1528090288348,652,login,200,OK,REST 1-97,text,true,,617,278,719,719,652,0,1
1528090288348,655,login,200,OK,REST 1-98,text,true,,617,278,722,722,655,0,1
1528090288350,655,login,200,OK,REST 1-99,text,true,,617,278,724,724,655,0,0
1528090288351,657,login,200,OK,REST 1-100,text,true,,617,278,726,726,657,0,0
1528090288352,659,login,200,OK,REST 1-101,text,true,,617,278,728,728,659,0,1
1528090288353,660,login,200,OK,REST 1-102,text,true,,617,278,731,731,660,0,2
1528090288354,662,login,200,OK,REST 1-104,text,true,,617,278,734,734,662,0,2
1528090288354,665,login,200,OK,REST 1-103,text,true,,617,278,736,736,665,0,2
1528090288355,667,login,200,OK,REST 1-105,text,true,,617,278,740,740,667,0,2
1528090288357,667,login,200,OK,REST 1-106,text,true,,617,278,742,742,667,0,2
1528090288358,670,login,200,OK,REST 1-107,text,true,,617,278,746,746,670,0,2
1528090288359,671,login,200,OK,REST 1-108,text,true,,617,278,748,748,671,0,1
1528090288360,726,create devices,200,OK,REST 1-3,text,true,,242,912,800,800,726,0,1
1528090288363,734,login,200,OK,REST 1-112,text,true,,617,278,804,804,734,0,1
1528090288362,736,login,200,OK,REST 1-111,text,true,,617,278,806,806,735,0,1
1528090288361,737,login,200,OK,REST 1-110,text,true,,617,278,810,810,737,0,1
1528090288361,738,login,200,OK,REST 1-109,text,true,,617,278,813,813,729,0,0
1528090288365,735,login,200,OK,REST 1-113,text,true,,617,278,813,813,735,0,0
1528090288366,736,login,200,OK,REST 1-114,text,true,,617,278,816,816,736,0,1
1528090288367,738,login,200,OK,REST 1-116,text,true,,617,278,819,819,738,0,1
1528090288367,741,login,200,OK,REST 1-115,text,true,,617,278,821,821,741,0,1
1528090288368,743,login,200,OK,REST 1-117,text,true,,617,278,824,824,743,0,1
1528090288370,743,login,200,OK,REST 1-118,text,true,,617,278,827,827,743,0,1
1528090288371,745,login,200,OK,REST 1-119,text,true,,617,278,830,830,745,0,0
1528090288372,747,login,200,OK,REST 1-120,text,true,,617,278,830,830,747,0,0
1528090288374,748,login,200,OK,REST 1-122,text,true,,617,278,830,830,748,0,0
1528090288373,751,login,200,OK,REST 1-121,text,true,,617,278,833,833,751,0,2
1528090288374,753,login,200,OK,REST 1-123,text,true,,617,278,835,835,753,0,1
1528090288375,755,login,200,OK,REST 1-124,text,true,,617,278,837,837,755,0,1
1528090288376,757,login,200,OK,REST 1-125,text,true,,617,278,840,840,757,0,1
1528090288377,759,login,200,OK,REST 1-126,text,true,,617,278,842,842,759,0,2
1528090288379,759,login,200,OK,REST 1-127,text,true,,617,278,845,845,759,0,1
1528090288379,762,login,200,OK,REST 1-128,text,true,,617,278,848,848,762,0,1
1528090288380,764,login,200,OK,REST 1-129,text,true,,617,278,850,850,764,0,2
1528090288381,765,login,200,OK,REST 1-130,text,true,,617,278,851,851,765,0,2
1528090288382,767,login,200,OK,REST 1-131,text,true,,617,278,854,854,767,0,2
1528090288383,795,login,200,OK,REST 1-132,text,true,,617,278,880,880,795,0,1
1528090288383,796,get devices,200,OK,REST 1-11,text,true,,71877,624,882,882,790,0,2
1528090288387,792,login,200,OK,REST 1-136,text,true,,617,278,882,882,792,0,1
1528090288410,773,login,200,OK,REST 1-160,text,true,,617,278,886,886,773,0,2
1528090288414,771,login,200,OK,REST 1-164,text,true,,617,278,887,887,771,0,2
1528090288419,793,login,200,OK,REST 1-168,text,true,,617,278,916,916,793,0,1
