timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1528089049938,6,login,200,OK,REST 1-1,text,true,,617,278,7,7,6,0,1
1528089049939,12,login,200,OK,REST 1-3,text,true,,617,278,11,11,12,0,2
1528089049944,17,login,200,OK,REST 1-7,text,true,,617,278,16,16,17,0,1
1528089049943,20,login,200,OK,REST 1-6,text,true,,617,278,18,18,20,0,0
1528089049938,9,login,200,OK,REST 1-2,text,true,,617,278,9,9,9,0,1
1528089049942,13,login,200,OK,REST 1-5,text,true,,617,278,14,14,13,0,0
1528089049941,11,login,200,OK,REST 1-4,text,true,,617,278,11,11,11,0,1
1528089049945,43,login,200,OK,REST 1-8,text,true,,617,278,33,33,43,0,0
1528089049944,46,get devices,200,OK,REST 1-1,text,true,,65657,624,33,33,40,0,10
1528089049949,44,login,200,OK,REST 1-10,text,true,,617,278,33,33,43,0,5
1528089049946,44,login,200,OK,REST 1-9,text,true,,617,278,33,33,44,0,1
1528089049949,46,login,200,OK,REST 1-11,text,true,,617,278,33,33,46,0,1
1528089049953,45,login,200,OK,REST 1-13,text,true,,617,278,34,34,45,0,1
1528089049954,47,login,200,OK,REST 1-12,text,true,,617,278,34,34,47,0,0
1528089049954,49,login,200,OK,REST 1-14,text,true,,617,278,34,34,49,0,5
1528089049960,46,login,200,OK,REST 1-16,text,true,,617,278,35,35,46,0,0
1528089049960,49,login,200,OK,REST 1-18,text,true,,617,278,37,37,49,0,1
1528089049962,50,login,200,OK,REST 1-15,text,true,,617,278,40,40,50,0,5
1528089049962,53,login,200,OK,REST 1-17,text,true,,617,278,41,41,53,0,5
1528089049968,50,login,200,OK,REST 1-21,text,true,,617,278,41,41,50,0,6
1528089049968,53,login,200,OK,REST 1-20,text,true,,617,278,42,42,53,0,0
1528089049969,55,login,200,OK,REST 1-22,text,true,,617,278,44,44,55,0,0
1528089049970,57,login,200,OK,REST 1-23,text,true,,617,278,45,45,57,0,1
1528089049971,59,login,200,OK,REST 1-24,text,true,,617,278,48,48,59,0,3
1528089049972,86,get devices,200,OK,REST 1-3,text,true,,65657,624,71,71,81,0,1
1528089049973,106,login,200,OK,REST 1-25,text,true,,617,278,83,83,106,0,0
1528089049972,109,get devices,200,OK,REST 1-7,text,true,,65657,624,83,83,104,0,1
1528089049973,108,login,200,OK,REST 1-19,text,true,,617,278,83,83,108,0,1
1528089049973,137,get devices,200,OK,REST 1-6,text,true,,65657,624,105,105,132,0,1
1528089049974,159,get devices,200,OK,REST 1-2,text,true,,65657,624,120,120,154,0,0
1528089049974,182,get devices,200,OK,REST 1-4,text,true,,65657,624,139,139,177,0,0
1528089049974,203,login,200,OK,REST 1-26,text,true,,617,278,154,154,203,0,1
1528089049974,204,get devices,200,OK,REST 1-5,text,true,,65657,624,155,155,198,0,0
1528089049976,202,login,200,OK,REST 1-27,text,true,,617,278,155,155,202,0,1
1528089049979,202,login,200,OK,REST 1-28,text,true,,617,278,158,158,202,0,1
1528089049985,199,login,200,OK,REST 1-30,text,true,,617,278,160,160,199,0,1
1528089049984,203,login,200,OK,REST 1-29,text,true,,617,278,162,162,203,0,2
1528089049986,204,login,200,OK,REST 1-31,text,true,,617,278,164,164,203,0,1
1528089049987,205,login,200,OK,REST 1-32,text,true,,617,278,167,167,205,0,2
1528089049989,231,get devices,200,OK,REST 1-8,text,true,,65657,624,186,186,225,0,1
1528089049990,306,create devices,200,OK,REST 1-1,text,true,,242,912,243,243,306,0,0
1528089049989,311,login,200,OK,REST 1-33,text,true,,617,278,246,246,311,0,3
1528089049995,340,get devices,200,OK,REST 1-9,text,true,,65823,624,273,273,334,0,0
1528089049995,363,get devices,200,OK,REST 1-10,text,true,,65823,624,289,289,357,0,1
1528089049996,383,login,200,OK,REST 1-34,text,true,,617,278,305,305,382,0,1
1528089049995,385,get devices,200,OK,REST 1-11,text,true,,65823,624,306,306,380,0,1
1528089049998,407,get devices,200,OK,REST 1-13,text,true,,65823,624,326,326,402,0,1
1528089050001,427,get devices,200,OK,REST 1-12,text,true,,65823,624,344,344,421,0,0
1528089050005,444,login,200,OK,REST 1-36,text,true,,617,278,361,361,444,0,1
1528089050004,446,get devices,200,OK,REST 1-14,text,true,,65823,624,362,362,441,0,0
1528089050008,466,login,200,OK,REST 1-37,text,true,,617,278,382,382,466,0,0
1528089050007,468,get devices,200,OK,REST 1-16,text,true,,65823,624,383,383,463,0,0
1528089050009,467,login,200,OK,REST 1-38,text,true,,617,278,383,383,467,0,1
1528089050010,492,login,200,OK,REST 1-39,text,true,,617,278,402,402,492,0,1
1528089050010,494,get devices,200,OK,REST 1-18,text,true,,65823,624,402,402,488,0,0
1528089050011,493,login,200,OK,REST 1-35,text,true,,617,278,402,402,493,0,0
1528089050011,496,login,200,OK,REST 1-40,text,true,,617,278,405,405,496,0,1
1528089050012,521,login,200,OK,REST 1-41,text,true,,617,278,422,422,521,0,1
